Column1;Listing;Price;SQMUP;Room Info;Area;Location;Ads
1798;2-pokojowe mieszkanie 45m2 + balkon Bezpośrednio;683000;15031;2;45.44;Praga-Południe;Inwestycja deweloperska
1799;1-pokojowe mieszkanie 30m2 + balkon Bez Prowizji;471000;15596;1;30.2;Praga-Południe;Inwestycja deweloperska
1800;Okazja I W pełni wyposażone I Nowoczesne osiedle;599000;12224;2;49.0;Białołęka;Biuro nieruchomości
1801;Apartament 235m2 - stary Wilanów z basenem!;3295000;14021;5;235.0;Wilanów;Biuro nieruchomości
1802;PROMOCJA - Nowoczesne mieszkanie w POINT HOUSE;940000;16491;2;57.0;Mokotów;Biuro nieruchomości
1803;Dwupokojowe mieszkanie w Dworku z 1860 roku !;820000;17458;2;46.97;Praga-Północ;Biuro nieruchomości
1804;3-pok. mieszkanie z lat 50. Muranów;879000;13406;3;65.57;Śródmieście;Biuro nieruchomości
1805;Apartament 3 pok, 60m, Czerniakowska / Al. PW cesj;1140000;19006;3;59.98;Mokotów;Oferta prywatna
1806;2-pokojowy apartament z dużym tarasem;980000;25789;2;38.0;Wola;Biuro nieruchomości
1807;Luksusowy apartament z tarasem30m2 w Samym Centrum;2139000;28999;3;73.76;Wola;Biuro nieruchomości
1808;Mieszkanie - Warszawa Bemowo;860000;15009;3;57.3;Bemowo;Biuro nieruchomości
1809;Mokotów | 4 pokoje | osobna kuchnia;980000;15556;4;63.0;Mokotów;Biuro nieruchomości
1810;50 m2 | inwestycja premium | wysoki standard;1300000;25912;2;50.17;Żoliborz;Biuro nieruchomości
1811;Mieszkanie z możliwością wydzielenia 2 pokoju;630000;15633;2;40.3;Praga-Południe;Oferta prywatna
1812;Pełna oferta*Blisko Nowej linii Metra;1549400;16666;5;92.97;Praga-Południe;Biuro nieruchomości
1813;Plastyczne trzypokojowe mieszkanie na Ksawerowie;1200000;15228;3;78.8;Mokotów;Biuro nieruchomości
1814;Czteropokojowy apartament w kameralnym budynku;1060000;10495;4;101.0;Ursynów;Biuro nieruchomości
1815;2 pokoje z Tarasem Kabaty;843300;18230;2;46.26;Ursynów;Biuro nieruchomości
1816;Ostatnie mieszkania*Blisko Nowej linii Metra;878400;14574;3;60.27;Praga-Południe;Biuro nieruchomości
1817;PROMOCJA - Przestronne mieszkanie w Triton Park;1999800;16500;3;121.2;Ochota;Biuro nieruchomości
1818;Przytulny 154m Apartament w Wilanowie z ogrodem!;1990000;12922;4;154.0;Wilanów;Biuro nieruchomości
1819;4-pokojowe mieszkanie 110m2 + balkon;1766880;16000;4;110.43;Mokotów;Inwestycja deweloperska
1820;Sprzedam mieszkanie Gocław, Praga południe;830000;12769;3;65.0;Praga-Południe;Oferta prywatna
1821;Pełna oferta*Blisko Nowej linii Metra;730100;15287;2;47.76;Praga-Południe;Biuro nieruchomości
1822;0% комиссии / 3-х комнатная квартира;694407;12900;3;53.83;Białołęka;Biuro nieruchomości
1823;Pełna oferta*Blisko Nowej linii Metra;522800;17311;1;30.2;Praga-Południe;Biuro nieruchomości
1824;3 pokoje 40,92m2 + ogród, w centrum, wyposażone;850000;20772;3;40.92;Bielany;Oferta prywatna
1825;Deweloperskie, 126m2+120m2, 1 min do Metro Zacisze;1699000;13484;5;126.0;Targówek;Oferta prywatna
1826;Przytulne 2-dwupokojowe przy metrze Imielin;858000;17510;2;49.0;Ursynów;Biuro nieruchomości
1827;Okazja/Metro/Kawalerka/29m2/Piwnica/Balkon;414000;14276;1;29.0;Mokotów;Biuro nieruchomości
1828;Przestronna kawalerka bezpośrednio na Bemowie;550000;15278;1;36.0;Bemowo;Oferta prywatna
1829;Przytulne 3 pokoje| Balkon 16,5 m2 | Metro Młociny;1175000;15394;3;76.33;Bielany;Biuro nieruchomości
1830;4 sypialni z balkonem nowy budynek - ul.Ochocka;690000;11311;4;61.0;Ursus;Biuro nieruchomości
1831;4 pokojowe na Białołęce 2 ogródki obok tramwaju;832400;11496;4;72.41;Białołęka;Biuro nieruchomości
1832;4 pokojowe na Białołęce balkon obok tramwaju;828300;12076;4;68.59;Białołęka;Biuro nieruchomości
1833;Nowoczesny apartament Mokotów ul. Magazynowa 11;1600000;19692;4;81.25;Mokotów;Biuro nieruchomości
1834;Przy Metrze, 2/3pok. 43,33 OKAZJA!;649000;14978;2;43.33;Wola;Oferta prywatna
1835;Wysokie, po remoncie w świetnej lokalizacji!;863500;15991;2;54.0;Ochota;Biuro nieruchomości
1836;Gotowe do zamieszkania! 21m2 w centrum Warszawy.;549000;26143;1;21.0;Śródmieście;Biuro nieruchomości
1837;tapety i sztukaterie, liczne zabudowy stolarskie,;1643000;21064;3;78.0;Wilanów;Biuro nieruchomości
1838;2 Pokoje Przy Lesie Anecin 33M2;440000;13333;2;33.0;Białołęka;Biuro nieruchomości
1839;4 pokoje z balkonem!;1397000;18627;4;75.0;Mokotów;Biuro nieruchomości
1840;Jasne mieszkanie 47,5m2 po remoncie na Gocławiu;640000;13617;5;47.0;Praga-Południe;Biuro nieruchomości
1841;Oryginalne mieszkanie 3 pokoje Centrum;746000;18650;3;40.0;Mokotów;Biuro nieruchomości
1842;400m od Metro Wilanowska/Lokal usługowy;1019955;24477;2;41.67;Mokotów;Biuro nieruchomości
1843;20min do Centrum - 12min do Metra - M2;462987;12177;2;38.02;Białołęka;Biuro nieruchomości
1844;Dwupokojowe na wysokim parterze - pilnie, prywatne;510000;13144;2;38.8;Mokotów;Oferta prywatna
1845;3 pokoje - odbiór 2023;612000;12490;3;49.0;Ursus;Biuro nieruchomości
1846;Ładne 3 pok.z oddzielną kuchnią, blisko Centrum;1250000;14793;3;84.5;Wola;Biuro nieruchomości
1847;Mieszkanie do drobnego remontu;860000;16538;2;52.0;Ursynów;Biuro nieruchomości
1848;3 pokoje, Suwalska ,blisko metra;520000;11064;3;47.0;Targówek;Oferta prywatna
1849;2 pokoje Apartamentowiec Wawer BEZPOŚREDNIO!;650000;16844;2;38.59;Wawer;Oferta prywatna
1850;Bezpośrednio, 2 pokoje, Stary Mokotów!!!;829000;23028;2;36.0;Mokotów;Oferta prywatna
1851;Nowe 2-pok mieszkanie 41m2 +balkon Bez Prowizji;990000;24146;2;41.0;Wola;Oferta prywatna
1852;Ciche mieszkanie na starym Mokotowie;870000;14055;4;61.9;Mokotów;Oferta prywatna
1853;3 pokojowe na Białołęce balkon obok tramwaju;643700;11927;3;53.97;Białołęka;Biuro nieruchomości
1854;4 pokojowe na Białołęce balkon obok tramwaju;809900;11811;4;68.57;Białołęka;Biuro nieruchomości
1855;3 pokojowe na Białołęce duży ogród obok tramwaju;775200;12493;3;62.05;Białołęka;Biuro nieruchomości
1856;Złota 81, 32,6m2 stylowe mieszkanie 2-pokojowe;650000;19939;2;32.6;Wola;Biuro nieruchomości
1857;3 pokoje w centrum Warszawy;899000;16930;3;53.1;Wola;Biuro nieruchomości
1858;3 pokoje - Komfortowe mieszkanie - ulica Sarmacka;1245000;18336;3;67.9;Wilanów;Oferta prywatna
1859;Nowoczesny Dom z Wysokim Standardem;960000;23415;2;41.0;Wola;Biuro nieruchomości
1860;kawalerka z loggią oraz parkingiem;399000;13759;1;29.0;Białołęka;Biuro nieruchomości
1861;Funkcjonalny rozkład, południowy zachód,;580136;11739;3;49.42;Ursus;Biuro nieruchomości
1862;Loft - antresola, dwa poziomy. Gotowa Inwestycja;640464;8800;4;72.78;Białołęka;Biuro nieruchomości
1863;Cichy apartament w kamienicy w samym sercu stolicy;1559000;18395;4;84.75;Wola;Biuro nieruchomości
1864;Apartament 91 m2 na Mokotowie;1590000;17283;4;92.0;Mokotów;Biuro nieruchomości
1865;Duże mieszkanie, przytulne Bielany, przy Metrze;650000;15584;2;41.71;Bielany;Biuro nieruchomości
1866;Przytulne-Idealne dla rodziny z dziećmi/balkon;696000;11895;3;58.51;Białołęka;Biuro nieruchomości
1867;Kawalerka z pięknym widokiem, Ursynów, super cena!;399000;13168;1;30.3;Ursynów;Biuro nieruchomości
1868;Ciche. Słoneczne. System 20/80. Balkon ponad 9m2;569000;15806;2;36.0;Bemowo;Biuro nieruchomości
1869;Trzypokojowe mieszkanie blisko staji PKP;821044;14200;3;57.82;Włochy;Biuro nieruchomości
1870;Nowa inwestycja r. Daszyńskiego Klucze W Tym Roku;1599000;23866;3;67.0;Wola;Biuro nieruchomości
1871;3 pokoje w Kamienicy Śródmieście;977000;17764;3;55.0;Śródmieście;Biuro nieruchomości
1872;Gotowe na już, piękne - 2 pokoje, ogródek!;554000;15389;2;36.0;Włochy;Oferta prywatna
1873;Dwupoziomowe | doskonała lokalizacja | super układ;810000;9842;4;82.3;Wawer;Biuro nieruchomości
1874;5-pokojowe mieszkanie 92m2 + 2 balkony;1489000;16016;5;92.97;Praga-Południe;Inwestycja deweloperska
1875;3-pokojowe mieszkanie 60m2 + 2 balkony;788000;13074;3;60.27;Praga-Południe;Inwestycja deweloperska
1876;2-pokojowe mieszkanie 34m2 + taras Bezpośrednio;636000;18440;2;34.49;Praga-Południe;Inwestycja deweloperska
1877;1-pokojowe mieszkanie 29m2 + balkon Bez Prowizji;479000;16215;1;29.54;Praga-Południe;Inwestycja deweloperska
1878;3 pokoje Kasprzaka;1250000;23585;3;53.0;Wola;Biuro nieruchomości
1879;Mieszkanie w nowoczesnym budownictwie;850000;15371;2;55.3;Mokotów;Biuro nieruchomości
1880;Bezpośrednio 2- pokojowe mieszkanie ul.Grzybowska;639000;16385;2;39.0;Śródmieście;Oferta prywatna
1881;Dobrze skomunikowane 3-pok. mieszkanie - Targówek;700000;11609;3;60.3;Targówek;Biuro nieruchomości
1882;3 pokoje, loggia, winda, Białołęka, ul. Aluzyjna;620000;10915;3;56.8;Białołęka;Biuro nieruchomości
1883;Kameralne dwa pokoje 54mkw z ogródkiem;654000;12111;2;54.0;Białołęka;Biuro nieruchomości
1884;Metro Ursynów/Stokłosy 2 pokoje 55 m2;900000;16313;2;55.17;Ursynów;Oferta prywatna
1885;Mieszkanie dwupokojowe - Zielona Dolina II;450000;13636;2;33.0;Białołęka;Oferta prywatna
1886;Sprzedam bezpośrednio Ursynów Dunikowskiego;795000;14972;2;53.1;Ursynów;Oferta prywatna
1887;Mieszkanie dwupokojowe na parterze z ogródkiem;730000;13519;2;54.0;Wawer;Oferta prywatna
1888;Funkcjonalne trzy pokoje, Park Bródnowski, metro;645000;11989;3;53.8;Targówek;Biuro nieruchomości
1889;2 pokojowe mieszkanie na Siekierkach;970000;17321;2;56.0;Mokotów;Biuro nieruchomości
1890;Bezpośrednio, Perełka Powiśle, wysoki standard;3500000;29661;4;118.0;Śródmieście;Oferta prywatna
1891;Wum Balkon Oddzielna Kuchnia 32m2;469000;14656;1;32.0;Włochy;Biuro nieruchomości
1892;3 Gotowe pokoje 15 min do Metra;583000;10600;3;55.0;Białołęka;Biuro nieruchomości
1893;Stylowy apartament Marina Mokotów 2 pokoje;1290000;19254;2;67.0;Mokotów;Biuro nieruchomości
1894;Wyremontowane 3-pokoje;799000;10966;3;72.86;Targówek;Biuro nieruchomości
1895;Mieszkanie 5 pokoi, świetna inwestycja, ROI 8 % !;995000;8125;5;122.46;Wawer;Oferta prywatna
1896;Bezpośrednio-2 pokoje, obok stacje metra i Koneser;799000;14227;2;56.16;Praga-Północ;Oferta prywatna
1897;Dwupoziomowe z garażem;2180000;13188;4;165.3;Mokotów;Biuro nieruchomości
1898;Przestronne mieszkanie gotowe do wprowadzenia;675000;10714;2;63.0;Białołęka;Oferta prywatna
1899;Idealne na wynajem | Gotowe do wejścia;690000;15728;2;43.87;Ochota;Biuro nieruchomości
1900;Mieszkanie idealne na wynajem | Zielona okolica;970000;17321;2;56.0;Mokotów;Biuro nieruchomości
1901;Apartament Miasteczko Wilanów, ul. Kieślowskiego;1130000;22376;2;50.5;Wilanów;Oferta prywatna
1902;Mieszkanie idealne na wynajem! | 2 pok | 46,5 m2;870000;18710;2;46.5;Mokotów;Biuro nieruchomości
1903;Przytulne, gotowe do wejścia | Metro Racławicka;679000;19073;2;35.6;Mokotów;Biuro nieruchomości
1904;40 m2 kamienica bezpośrednio przy Złotych Tarasach;980000;24500;2;40.0;Śródmieście;Oferta prywatna
1905;NOWE Wykończone Mieszkanie 41m2 - ul Aluzyjna;555930;13500;2;41.18;Białołęka;Oferta prywatna
1906;Ursynów ciche dwustronne jasne 3 pokoje.;698000;13170;3;53.0;Ursynów;Biuro nieruchomości
1907;Jasne 3-pok. mieszkanie blisko metra;815000;15377;3;53.0;Praga-Południe;Biuro nieruchomości
1908;4 pokojowe na Białołęce balkon obok tramwaju;791600;11541;4;68.59;Białołęka;Biuro nieruchomości
1909;3 pokojowe na Białołęce balkon obok tramwaju;694700;12344;3;56.28;Białołęka;Biuro nieruchomości
1910;Mieszkanie 3 pokojowe Warszawa Jelonki;685000;11463;3;59.76;Bemowo;Biuro nieruchomości
1911;Fantastyczne świeżutkie 2 pokoje Las Bielański;599000;15931;2;37.6;Bielany;Biuro nieruchomości
1912;2-pokojowe mieszkanie (40m2) 2 min od Metra Bemowo;620000;15423;2;40.2;Bemowo;Oferta prywatna
1913;KAMIENICA , balkon, WUM, UW, Politechnika .;570000;15405;2;37.0;Ochota;Oferta prywatna
1914;Apartament InCity - wysoki standard, klimatyzacja;1130000;27628;2;40.9;Wola;Oferta prywatna
1915;12min do Metra - 2-pokoje - blisko s8;419100;12316;2;34.03;Białołęka;Biuro nieruchomości
1916;Urządzone 2 pokoje z balkonem w super lokalizacji!;725000;15761;2;46.0;Ursynów;Biuro nieruchomości
1917;Przestronne mieszkanie na Mokotowie Służewiec;1400000;18182;3;77.0;Mokotów;Biuro nieruchomości
1918;Atrakcyjna Kawalerka: Super Lokalizacja;397000;14981;1;26.5;Targówek;Biuro nieruchomości
1919;Mieszkanie 4 pokojowe wśród zieleni | Balkon;635000;10016;4;63.4;Targówek;Biuro nieruchomości
1920;Wola | Łucka | 149 m2 | 4 pokoje;2100000;14094;4;149.0;Wola;Biuro nieruchomości
1921;Stary Mokotów | 99m2 | Widok na city | Taras;2950000;29798;3;99.0;Mokotów;Biuro nieruchomości
1922;Mokotów | 124 m2 | Ogód - 145m2 | Widok na zieleń;3348810;27007;4;124.0;Mokotów;Biuro nieruchomości
1923;Noakowskiego | Przestronne 158m2 | Top lokalizacja;4750800;30000;5;158.36;Śródmieście;Biuro nieruchomości
1924;Nowe 2pok deweloperski garaż ogródek 100m2 taras;1420000;25204;2;56.34;Śródmieście;Biuro nieruchomości
1925;Apartament Grzybowska Warszawa Centrum 197m2 garaż;3500000;17766;4;197.0;Śródmieście;Biuro nieruchomości
1926;Wysoki Standard/ Z Ogródkiem/ 1 Min Do Przystanku;610000;13463;2;45.31;Białołęka;Biuro nieruchomości
1927;Przepiękne mieszkanie na Białołęce;650000;11949;2;54.4;Białołęka;Biuro nieruchomości
1928;Industrialne SMART mieszkanie Mordor, Galeria Moko;1600000;19692;4;81.25;Mokotów;Oferta prywatna
1929;3 pok. mieszkanie +2balkony w standardzie PREMIUM!;1015000;17946;3;56.56;Mokotów;Biuro nieruchomości
1930;Ciche,ładne 3 pok.oddzielna kuchnia,blisko Centrum;1250000;14793;3;84.5;Wesoła;Biuro nieruchomości
1931;2 stronne mieszkanie z ogródkiem, odbiór: 1Q 2024;657000;14600;2;45.0;Włochy;Biuro nieruchomości
1932;REZERWACJA - Dwupoziomowy apartament na Ursynowie;1250000;13920;3;89.8;Ursynów;Oferta prywatna
1933;Bezpośrednio kawalerka ul. Optyków;656000;22473;1;29.19;Praga-Południe;Oferta prywatna
1934;Studio LUX 38,5m2 50m do Metro Wierzbno Mokotów;899000;23351;1;38.5;Mokotów;Biuro nieruchomości
1935;Bielany blisko Metra ,3 pokoje;990000;15278;3;64.8;Bielany;Biuro nieruchomości
1936;Metro 15 Min/30 m2/Gotowe Do Wejścia/ cisza;499000;16633;1;30.0;Praga-Południe;Biuro nieruchomości
1937;Bemowo Os. Leśne przy Fortach Bema 2 pokoje;750000;14893;2;50.36;Bemowo;Biuro nieruchomości
1938;3 pokoje przy Rondzie Wiatraczna;899000;13418;3;67.0;Praga-Południe;Biuro nieruchomości
1939;Dwustronne mieszkanie w kamienicy-Marszałkowska17!;2185000;24830;2;88.0;Śródmieście;Biuro nieruchomości
1940;2 pokojowe mieszkanie Wilanów przy ul. Nałęczowska;520000;16275;2;31.95;Wilanów;Biuro nieruchomości
1941;Mieszkanie w centrum,Rondo ONZ,klima,bezpośrednio!;499900;17854;2;28.0;Śródmieście;Oferta prywatna
1942;GOTOWE I Apartamenty inwestycyjne I Zwrot 23% VAT;535000;16719;2;32.0;Ursynów;Biuro nieruchomości
1943;Ustawne Dwustronne Kredyt 2 %;694575;10492;4;66.2;Białołęka;Biuro nieruchomości
1944;Eko oiedle, Wysoki standard, kredyt 2 %;587664;11109;3;52.9;Białołęka;Biuro nieruchomości
1945;Świetna inwestycja Kredyt 2%;514800;14522;2;35.45;Białołęka;Biuro nieruchomości
1946;Ustawne Dwustronne Kredyt 2%;641600;12350;3;51.95;Białołęka;Biuro nieruchomości
1947;2 pokoje, SKM, centrum Ursusa, dostępne już, 2%;615000;14471;2;42.5;Ursus;Oferta prywatna
1948;Zacisze Lasek Bródnowski - segment środkowy METRO;2480000;7086;8;350.0;Praga-Północ;Biuro nieruchomości
1949;Zamieszkaj na zielonej Białołęce !;645000;12647;2;51.0;Białołęka;Biuro nieruchomości
1950;3 pokoje #Rezerwacja#;750000;14175;3;52.91;Ursynów;Biuro nieruchomości
1951;Mieszkanie 42 m2;615000;14643;2;42.0;Mokotów;Biuro nieruchomości
1952;Okazja na Białołęce , 3 pokojowe mieszkanie;764000;9491;3;80.5;Białołęka;Biuro nieruchomości
1953;kawalerka na ul.Komorskiej;410000;17083;1;24.0;Praga-Południe;Biuro nieruchomości
1954;Lasek przy Kole ~ Metro ~ 2 pok. ~ kredyt 2%;689000;13111;2;52.55;Wola;Biuro nieruchomości
1955;Fort Bema~Przestronne~2-Pokoje~Balkon~Od Zaraz~;789000;14419;2;54.72;Bemowo;Biuro nieruchomości
1956;2 pokoje;;;;;;
1957;2 pok przy Kłobuckiej w cichym, kameralnym osiedlu;999000;18638;2;53.6;Ursynów;Biuro nieruchomości
1958;Apartament na ostatnim piętrze z dwoma balkonami;1899000;19887;4;95.49;Wola;Biuro nieruchomości
1959;Kameralne Osiedle/Dla Pary;590000;15128;1;39.0;Bemowo;Biuro nieruchomości
1960;Super Cena/ Bardzo Dobry Standard;700000;11616;3;60.26;Praga-Północ;Biuro nieruchomości
1961;6Min Pkp Anin/Idealne Dla Rodziny/Spokojna Okolica;924000;9516;4;97.1;Wawer;Biuro nieruchomości
1962;2-Pak Inwestycyjny/Kamienica/ Dwa Poziomy;1290000;10932;3;118.0;Śródmieście;Biuro nieruchomości
1963;2 niezależne pokoje po remoncie z balkonem;549000;17156;2;32.0;Bemowo;Biuro nieruchomości
1964;Trzy pokojowe, ciche mieszkanie;649000;10835;3;59.9;Praga-Południe;Biuro nieruchomości
1965;3 Niezależne pokoje do wejścia od zaraz;799000;14527;3;55.0;Bielany;Biuro nieruchomości
1966;Śliczne mieszkanie w genialnej lokalizacji;869000;20495;1;42.4;Śródmieście;Biuro nieruchomości
1967;Ciche mieszkanie 55m2 przy III linii metra;980000;17648;3;55.53;Praga-Południe;Oferta prywatna
1968;mieszkanie blisko metra Stadion Narodowy;1299000;14189;4;91.55;Praga-Północ;Oferta prywatna
1969;3 pokoje na bliskim Bemowie - kredyt 2%;799000;15073;3;53.01;Bemowo;Biuro nieruchomości
1970;Mieszkanie w stanie deweloperskim, loggia, garaż;528362;13400;2;39.43;Rembertów;Oferta prywatna
1971;3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji;867000;15181;3;57.11;Praga-Południe;Inwestycja deweloperska
1972;2-pokojowe mieszkanie 45m2 + balkon;671000;14767;2;45.44;Praga-Południe;Inwestycja deweloperska
1973;1-pokojowe mieszkanie 35m2 + taras Bez Pośredników;649000;18516;1;35.05;Praga-Południe;Inwestycja deweloperska
1974;Duży zielony TARAS 55m2 , widna kuchnia 3-pokoje;614199;11589;3;53.0;Białołęka;Biuro nieruchomości
1975;Dwupoziomowe mieszkanie na Nowych Włochach.;991000;9800;4;101.12;Włochy;Oferta prywatna
1976;Mieszkanie 2 pokoje,Miasteczko Wilanów,65m2;1080000;16615;2;65.0;Wilanów;Biuro nieruchomości
1977;#bezpośrednio/3 pokoje/Natolin/Cena do negocjacji;850000;14167;3;60.0;Ursynów;Oferta prywatna
1978;garaż, winda, komórka - kredyt 2% - blisko s8;569030;11138;3;51.09;Białołęka;Biuro nieruchomości
1979;Złota/Centrum/Kamienica/Pod Inwestycje;695000;17821;1;39.0;Wola;Biuro nieruchomości
1980;12min do Metra, Idealne pod wynajem lub na 1 miesz;369999;13688;2;27.03;Białołęka;Biuro nieruchomości
1981;Mieszkanie na sprzedaż 4 pokoje Warszawa Wilanów,;1997000;18155;4;110.0;Wilanów;Oferta prywatna
1982;#2pokojegocław #dwapokojegocławdozamieszkania;659000;16073;2;41.0;Praga-Południe;Biuro nieruchomości
1983;Metro Rondo Daszyńskiego 2-pok, apartamentowiec;1094000;21693;2;50.43;Wola;Biuro nieruchomości
1984;3 oddzielne pokoje, 200 M do Francuskiej;810000;15283;3;53.0;Praga-Południe;Biuro nieruchomości
1985;Kawalerka na Woli na start;330000;19075;1;17.3;Wesoła;Biuro nieruchomości
1986;Trakt Lubelski super 1 piętro, kominek, m. postojo;880740;12600;3;69.9;Wawer;Biuro nieruchomości
1987;2-pokoje na II piętrze - ROZKŁADOWE - Płochocińska;46817250;9487;2;49.35;Białołęka;Inwestycja deweloperska
1988;Willa Fiore | nowy apartament nr 4;1899000;28869;3;65.78;Bielany;Inwestycja deweloperska
1989;Osiedle Tawułkowa | piętro + poddasze 158m2 | 20D;699000;4424;5;158.0;Wawer;Inwestycja deweloperska
1990;Dwa pokoje na Grochowie | 36 m2 | Szaserów;498000;13833;2;36.0;Praga-Południe;Biuro nieruchomości
1991;Dom podzielony na dwa lokale | 144 m2 z ogródkiem;1710000;11875;6;144.0;Praga-Południe;Biuro nieruchomości
1992;Rodzinne/najem, kredyt 2% Czynsz 548. Bezpośrednio;730000;12167;3;60.0;Praga-Północ;Oferta prywatna
1993;Mieszkanie - Warszawa Wilanów;1698000;19881;4;85.41;Wilanów;Biuro nieruchomości
1994;Okazja / Żoliborz / 2 Pokoje;569990;13103;2;43.5;Żoliborz;Biuro nieruchomości
1995;Mieszkanie bezczynszowe z ogródkiem, 2 miej. park.;875000;12500;3;70.0;Rembertów;Oferta prywatna
1996;Cesja - w cenie deweloperskiej z przedsprzedaży!!!;871416;15200;3;57.33;Ursynów;Oferta prywatna
1997;Bemowo, Atrakcyjne 3-pokojowe mieszkanie;830000;13607;3;61.0;Bemowo;Oferta prywatna
1998;Przy metrze Natolin 53m +5m kom. lok, 2 pok.,ciche;830000;15660;2;53.0;Ursynów;Oferta prywatna
1999;Sarmacka 53.5m2 Bezpośrednio;1170000;21890;3;53.45;Wilanów;Oferta prywatna
2000;Mieszkanie wysoki standard, 3 pok 2 łazienki, p7/7;1234000;19494;3;63.3;Wola;Oferta prywatna
2001;Mieszkanie 150m2, Nowoursynowska 173, Fort Służew;2150000;14333;4;150.0;Ursynów;Biuro nieruchomości
2002;Przytulne mieszkanie w spokojnej okolicy Okazja!;622000;10542;2;59.0;Wesoła;Biuro nieruchomości
2003;Wilanów z prywatnym parkiem BEZ PROWIZJI;1350000;21253;2;63.52;Wilanów;Oferta prywatna
2004;Jasne, 3 pokojowe mieszkanie w ścisłym Centrum;978000;19560;3;50.0;Śródmieście;Biuro nieruchomości
2005;Gotowiec inwestycyjny 3 pak kawalerek, ROI do 10%;837000;16740;3;50.0;Praga-Północ;Oferta prywatna
2006;Saska Kępa do wprowadzenia. Piękny widok z okna !;720000;19303;1;37.3;Praga-Południe;Biuro nieruchomości
2007;81,09m2 Warszawa- Wesoła, cicha i zielona okolica;1180000;14552;3;81.09;Wesoła;Biuro nieruchomości
2008;Kamienica | Top Lokalizacja | 51.8 m2 po Podłodze;699000;15959;2;43.8;Ochota;Biuro nieruchomości
2009;WYSOKI standard, 4 pokoje, Bezpośrednio!!!;868480;11800;4;73.6;Białołęka;Oferta prywatna
2010;mieszkanie 40m2 Targówek, osiedle WILNO,ul. Wierna;600000;15000;2;40.0;Targówek;Oferta prywatna
2011;Umeblowana kawalerka po odświeżeniu Ochota Włochy;469000;14889;1;31.5;Włochy;Oferta prywatna
2012;Atrakcyjny apartament dwupoziomowy;1655000;17989;4;92.0;Wilanów;Biuro nieruchomości
2013;Stylowe, jasne i ciepłe, bezczynszowe w Powsinie;1000000;13889;3;72.0;Wilanów;Biuro nieruchomości
2014;NOWE 3 pokoje 2 łazienki loggia parking komórka;1250000;18928;3;66.04;Ursynów;Oferta prywatna
2015;53,60m2 przy Kłobuckiej w kameralnym osiedlu;999000;18638;2;53.6;Ursynów;Biuro nieruchomości
2016;Klimatyczne mieszkanie na osiedlu Ludwinowska Alej;1100000;14379;3;76.5;Ursynów;Oferta prywatna
2017;Bezpośrednio! 3 pokoje oddzielna kuchnia;610000;12708;3;48.0;Ursus;Oferta prywatna
2018;Sprzedam mieszkanie 2 pok 47,39 m2;630000;13294;2;47.39;Białołęka;Oferta prywatna
2019;[REZERWACJA] 2 pokoje Skorosze BK 2%;760000;13748;2;55.28;Ursus;Oferta prywatna
2020;Wysoki standard, dostępne do wprowadzenia się;790000;21644;2;36.5;Praga-Południe;Biuro nieruchomości
2021;Sprzedam mieszkanie 80m2 na ul. Ryżowej;1000000;12500;3;80.0;Ursus;Oferta prywatna
2022;Mieszkanie Wawer 75 mkw;980000;13067;3;75.0;Wawer;Oferta prywatna
2023;Złota 44 | 79 m² | Studio-Apartament;3990000;49937;2;79.9;Śródmieście;Oferta prywatna
2024;Mokotów: metro, panoramiczny widok,gotowe!;1365000;24945;3;54.72;Mokotów;Oferta prywatna
2025;Słoneczne, ciche mieszkanie, blisko do centrum;499000;15594;1;32.0;Mokotów;Biuro nieruchomości
2026;mieszkanie z ładnym widokiem;500000;13966;1;35.8;Praga-Południe;Biuro nieruchomości
2027;Trzy pokoje w Wesołej / kredyt 2%;619000;8039;3;77.0;Wesoła;Biuro nieruchomości
2028;Nowe Włochy, ul. Jagny, 3 pokoje, parter,;830000;12576;3;66.0;Włochy;Oferta prywatna
2029;Mieszkanie przy parku Morskie Oko!;549000;15242;2;36.02;Mokotów;Biuro nieruchomości
2030;Pasaż Abrahama | nowe mieszkanie M7;665000;14149;2;47.0;Praga-Południe;Inwestycja deweloperska
2031;Nowy, umeblowany lokal 24m2, Włochy;430000;17530;1;24.53;Włochy;Biuro nieruchomości
2032;Apartament 3 pok, 74 m2, Wola ul. Siedmiogrodzka;2500000;33656;3;74.28;Wola;Biuro nieruchomości
2033;Mieszkanie 3pok 60m2 Praga Płn ul. Zachariasza;700000;11616;3;60.26;Praga-Północ;Biuro nieruchomości
2034;( Rezerwacja)mieszkanie dwupoziomowe 89m2;800000;8989;3;89.0;Ursus;Oferta prywatna
2035;3 pokoje z parkingiem 55 m Aura Garden Warszawa;920000;16727;3;55.0;Białołęka;Oferta prywatna
2036;3 Pok. Mieszkanie 71m2 Ochota/Włochy + garaż, kom;1200000;16797;3;71.44;Włochy;Biuro nieruchomości
2037;idealne pod wynajem, świetna komunikacja;630000;12115;3;52.0;Bemowo;Biuro nieruchomości
2038;Po remoncie*Rozkładowe*2 pokoje*330 cm wysokości;949997;23750;2;40.0;Śródmieście;Biuro nieruchomości
2039;ECO Berensona! NOWE Bezpośrednio od dewelopera;462000;12158;2;38.0;Białołęka;Biuro nieruchomości
2040;Klimatyczna kawalerka na Ochocie | Nowa;660000;17694;1;37.3;Ochota;Biuro nieruchomości
